material,tool_material,coolant,tool_diameter_mm,num_flutes,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,rpm,table_feed_mm_min,mrr_cm3_min,torque_Nm,tool_life_min,machining_time_min,VB_mm
SUS304,carbide,water_soluble,12,4,70.1,0.044,2.53,0.57,1860.0,324.0,0.47,100.21,356.4,231.7,0.1964
A5052,hss,water_soluble,25,2,168.3,0.402,12.76,24.07,2143.0,1724.0,529.63,31466.39,6.8,7.1,0.3594
S45C,cbn,oil,16,2,118.4,0.103,8.03,4.91,2355.0,485.0,19.11,2583.06,60.2,2.8,0.0228
SKD11,carbide,oil,6,4,50.9,0.035,1.11,1.13,2702.0,378.0,0.47,83.81,536.8,150.4,0.076
SUS304,cbn,dry,25,2,68.8,0.167,4.85,4.27,877.0,293.0,6.05,2748.2,135.9,91.6,0.1805
SUS304,hss,dry,10,3,125.0,0.084,2.57,2.63,3980.0,1002.0,6.78,677.4,4.5,2.3,0.1416
SKD11,cermet,water_soluble,20,2,109.3,0.097,1.9,2.6,1740.0,338.0,1.67,458.88,7.8,7.9,0.27
SKD11,cbn,water_soluble,6,2,97.3,0.091,1.47,1.16,5161.0,944.0,1.61,148.69,34.2,34.0,0.2572
SKD11,cermet,dry,12,3,81.2,0.135,2.84,6.43,2154.0,870.0,15.86,3515.52,16.9,8.9,0.1444
S45C,carbide,oil,10,4,122.5,0.139,2.18,4.71,3899.0,2169.0,22.28,1819.39,30.4,14.8,0.1533
FC250,cermet,dry,12,6,190.5,0.195,5.57,10.16,5053.0,5924.0,335.26,12671.93,5.3,3.8,0.1687
A5052,cermet,oil,6,2,464.9,0.402,3.33,1.32,24662.0,19821.0,87.46,451.54,4.6,4.0,0.2262
S45C,cermet,water_soluble,16,3,143.1,0.175,7.39,2.95,2847.0,1498.0,32.72,3658.37,13.6,9.3,0.1998
FC250,hss,dry,12,6,88.5,0.136,7.56,10.22,2348.0,1922.0,148.52,12078.64,13.2,14.8,0.5013
S45C,cermet,mql,10,4,179.9,0.071,4.77,10.95,5725.0,1634.0,85.42,4749.21,7.4,8.0,0.3689
SKD11,cermet,dry,8,3,110.7,0.109,2.61,1.15,4403.0,1442.0,4.32,468.13,4.8,1.9,0.1033
SUS304,cbn,oil,6,4,65.0,0.041,3.73,6.48,3447.0,567.0,13.71,1582.28,484.7,224.2,0.1459
FC250,cbn,dry,20,6,169.3,0.088,1.74,2.13,2695.0,1423.0,5.27,373.17,18.0,2.3,0.0459
SKD11,cermet,dry,6,2,77.1,0.134,0.32,0.62,4089.0,1093.0,0.22,25.51,51.6,2.1,0.0182
S45C,hss,oil,10,3,143.4,0.138,5.66,1.7,4563.0,1888.0,18.17,1267.55,4.7,4.2,0.2452
SUS304,cermet,oil,20,6,116.2,0.09,4.1,3.98,1849.0,1003.0,16.38,3523.67,16.8,8.3,0.1292
SUS304,hss,water_soluble,16,6,129.8,0.075,1.45,1.37,2583.0,1169.0,2.33,358.74,5.0,3.2,0.1574
SUS304,cbn,mql,16,6,91.5,0.045,2.36,2.02,1821.0,494.0,2.35,512.87,149.7,14.5,0.0478
SKD11,carbide,water_soluble,8,3,81.8,0.122,0.25,0.63,3253.0,1193.0,0.19,27.61,61.5,1.3,0.0081
SUS304,cermet,dry,10,6,66.1,0.126,4.74,0.55,2104.0,1587.0,4.15,785.42,154.8,32.6,0.0628
FC250,cbn,water_soluble,25,4,182.4,0.234,8.88,11.84,2323.0,2177.0,228.99,18829.46,9.7,8.7,0.205
S45C,cbn,mql,8,4,109.6,0.291,2.17,1.57,4361.0,5072.0,17.22,1256.78,65.1,5.9,0.0418
FC250,hss,water_soluble,12,2,114.2,0.248,9.1,26.65,3030.0,1504.0,364.89,23001.11,6.9,3.4,0.1213
FC250,cermet,oil,16,2,86.0,0.201,8.16,4.26,1711.0,687.0,23.93,2671.42,83.1,59.1,0.1685
S45C,cbn,water_soluble,6,3,165.5,0.129,7.43,19.55,8782.0,3398.0,493.58,17890.49,13.5,13.9,0.3359
SKD11,hss,oil,12,4,41.2,0.034,2.13,2.03,1094.0,148.0,0.64,278.95,549.8,57.2,0.0411
SUS304,carbide,oil,25,2,61.1,0.067,2.48,3.51,777.0,105.0,0.91,466.62,474.8,128.5,0.081
A5052,hss,water_soluble,8,2,184.9,0.075,10.16,24.32,7358.0,1097.0,271.14,4692.13,12.5,8.5,0.2054
A5052,carbide,oil,20,3,318.8,0.284,14.64,28.99,5074.0,4325.0,1835.67,46067.65,5.3,2.1,0.1031
FC250,carbide,water_soluble,8,3,114.8,0.263,4.18,4.39,4567.0,3607.0,66.28,2771.53,28.8,14.1,0.1206
A5052,carbide,mql,8,3,488.8,0.462,2.92,1.5,19449.0,26935.0,118.09,773.07,5.4,2.1,0.1085
FC250,carbide,water_soluble,10,2,128.2,0.264,4.6,5.64,4079.0,2152.0,55.86,2615.23,19.4,3.4,0.0628
S45C,cermet,mql,8,3,187.8,0.068,9.14,26.27,7471.0,1524.0,365.63,15578.7,5.0,2.5,0.1354
SUS304,hss,dry,20,3,65.2,0.075,2.31,5.21,1038.0,233.0,2.81,1075.44,57.1,30.4,0.1332
SUS304,cermet,water_soluble,8,4,126.7,0.065,1.81,2.8,5042.0,1311.0,6.65,524.39,18.9,5.5,0.086
A5052,hss,mql,8,2,311.2,0.455,13.99,11.82,12382.0,11276.0,1863.29,19159.55,5.4,5.4,0.2583
SUS304,hss,water_soluble,10,6,73.0,0.064,0.48,1.1,2323.0,891.0,0.47,80.18,99.8,28.4,0.0966
A5052,carbide,oil,16,4,466.2,0.081,1.34,3.77,9274.0,3018.0,15.31,210.24,6.0,5.6,0.2721
FC250,cermet,oil,12,6,129.4,0.284,0.96,1.0,3433.0,5842.0,5.61,312.34,36.2,2.7,0.0323
FC250,carbide,water_soluble,8,4,166.6,0.265,6.71,10.55,6630.0,7041.0,498.6,14362.17,5.7,3.6,0.1474
FC250,carbide,oil,16,6,139.8,0.128,8.21,21.43,2780.0,2127.0,374.48,25723.69,12.7,9.1,0.2046
SKD11,hss,mql,12,4,117.6,0.123,0.88,2.44,3120.0,1532.0,3.3,504.56,5.0,5.4,0.413
A5052,carbide,water_soluble,10,6,395.9,0.48,8.2,10.14,12603.0,36310.0,3020.28,30514.04,5.1,2.5,0.1225
S45C,carbide,oil,20,6,150.4,0.078,1.22,2.32,2394.0,1122.0,3.17,421.81,24.1,9.2,0.1
S45C,cermet,oil,6,3,102.5,0.218,5.33,11.68,5439.0,3558.0,221.54,12965.54,40.6,23.6,0.1761
SKD11,carbide,dry,20,4,44.2,0.024,2.85,2.44,703.0,68.0,0.47,319.24,458.3,278.6,0.1687
S45C,hss,mql,10,2,200.0,0.255,2.75,5.62,6366.0,3249.0,50.09,2504.91,4.9,4.3,0.2212
A5052,cbn,water_soluble,6,4,185.4,0.354,4.11,0.68,9838.0,13937.0,39.1,506.02,71.4,61.1,0.1857
S45C,carbide,dry,8,4,92.5,0.274,2.67,6.05,3679.0,4025.0,64.99,5622.98,38.5,32.7,0.2089
A5052,cermet,oil,12,6,365.9,0.051,0.64,1.64,9706.0,2988.0,3.12,40.93,25.2,14.3,0.1719
SUS304,hss,dry,10,6,65.4,0.177,1.55,2.95,2081.0,2206.0,10.1,1930.86,36.7,41.2,0.3861
A5052,cermet,dry,16,2,157.1,0.142,7.56,19.99,3126.0,890.0,134.5,5478.58,40.8,24.2,0.1608
SUS304,cermet,water_soluble,25,3,95.5,0.125,2.2,3.3,1216.0,454.0,3.3,1079.92,46.1,24.7,0.1537
A5052,cermet,oil,25,6,234.8,0.466,8.07,0.82,2990.0,8359.0,55.13,2348.05,15.3,4.8,0.1049
FC250,cermet,mql,12,4,156.5,0.189,7.51,7.9,4151.0,3141.0,186.39,8575.7,9.3,4.0,0.1062
SKD11,cermet,mql,12,6,85.7,0.06,0.44,0.57,2273.0,822.0,0.21,43.68,60.5,10.1,0.0582
SKD11,hss,water_soluble,16,3,33.9,0.051,2.69,0.57,675.0,103.0,0.16,111.43,545.9,184.4,0.0938
SUS304,carbide,oil,10,3,102.8,0.195,3.7,2.75,3272.0,1912.0,19.47,2367.27,18.5,4.4,0.0836
FC250,cermet,mql,16,6,87.9,0.223,5.93,16.2,1749.0,2341.0,225.01,24574.31,68.8,72.7,0.3491
S45C,cermet,oil,8,6,127.3,0.131,9.48,8.4,5064.0,3985.0,317.12,19931.62,20.4,4.8,0.0767
SUS304,cbn,water_soluble,10,2,69.7,0.197,3.76,8.85,2220.0,876.0,29.15,5223.53,238.7,164.2,0.1586
S45C,cbn,mql,12,4,208.1,0.105,4.71,8.92,5521.0,2314.0,97.17,5602.03,5.3,6.2,0.5638
A5052,cbn,oil,8,3,311.6,0.191,8.92,19.68,12399.0,7123.0,1250.76,12843.47,12.8,11.0,0.2327
A5052,carbide,dry,10,6,196.2,0.39,4.5,12.27,6246.0,14626.0,807.57,16463.16,11.7,11.6,0.2752
SUS304,carbide,dry,12,6,115.3,0.108,2.17,2.45,3057.0,1973.0,10.49,1365.16,8.7,4.0,0.1286
S45C,cbn,mql,10,4,180.7,0.145,5.27,9.76,5753.0,3336.0,171.56,9492.5,8.3,5.5,0.161
A5052,cbn,dry,25,3,195.9,0.395,14.02,28.45,2494.0,2954.0,1177.98,60138.45,17.5,2.7,0.0643
A5052,hss,water_soluble,8,2,238.5,0.233,6.06,14.54,9488.0,4421.0,389.3,5224.05,5.4,1.4,0.0911
S45C,cermet,mql,6,4,176.2,0.229,9.41,25.79,9346.0,8549.0,2074.52,70651.13,4.7,1.6,0.0957
FC250,cermet,water_soluble,6,2,183.1,0.078,9.5,12.35,9715.0,1506.0,176.76,3474.89,9.3,3.9,0.1341
FC250,cermet,water_soluble,20,6,153.6,0.267,6.79,9.12,2444.0,3919.0,242.65,18959.51,9.1,7.0,0.2132
SKD11,hss,oil,16,2,90.2,0.132,0.66,1.69,1794.0,474.0,0.53,140.18,7.4,3.1,0.1344
SUS304,cbn,oil,6,4,75.4,0.197,4.92,13.69,4000.0,3152.0,212.3,21116.06,129.1,126.7,0.2766
SKD11,cbn,mql,12,6,64.8,0.083,1.19,1.49,1718.0,856.0,1.52,422.73,286.9,8.0,0.0123
SUS304,carbide,oil,6,3,93.2,0.16,4.97,9.99,4942.0,2369.0,117.5,9459.63,24.3,25.8,0.3676
S45C,hss,water_soluble,16,6,172.6,0.121,9.51,24.11,3434.0,2491.0,571.21,52942.26,4.6,1.5,0.0973
SUS304,hss,mql,6,6,65.9,0.113,2.01,4.04,3494.0,2366.0,19.22,2188.73,66.5,30.4,0.1359
FC250,cermet,oil,20,3,180.0,0.124,8.0,1.23,2864.0,1069.0,10.54,703.07,8.7,3.9,0.121
SKD11,cermet,oil,12,2,84.6,0.036,1.1,2.92,2244.0,160.0,0.51,109.13,63.2,31.1,0.1255
A5052,cbn,oil,6,4,225.1,0.382,3.24,5.79,11942.0,18255.0,342.84,3655.34,36.3,23.1,0.1636
SUS304,cermet,mql,12,6,142.2,0.063,4.81,2.49,3772.0,1429.0,17.13,1807.05,6.7,3.5,0.1399
A5052,hss,mql,16,3,309.2,0.262,10.75,28.25,6152.0,4833.0,1467.09,30363.39,4.5,3.2,0.1905
SUS304,carbide,dry,25,6,117.9,0.06,3.67,7.92,1501.0,540.0,15.68,4155.66,8.3,6.8,0.2047
SUS304,carbide,dry,10,3,87.3,0.114,3.02,2.12,2780.0,949.0,6.08,870.47,33.4,12.6,0.1081
SKD11,carbide,water_soluble,6,4,37.1,0.089,1.33,2.55,1967.0,697.0,2.36,572.86,493.1,53.3,0.0537
SUS304,hss,oil,25,6,82.5,0.046,4.89,4.55,1051.0,291.0,6.47,2449.08,26.6,6.7,0.0826
FC250,carbide,mql,6,3,177.5,0.082,0.67,1.55,9417.0,2321.0,2.43,49.24,18.1,4.1,0.0744
SKD11,cbn,dry,25,3,76.2,0.084,1.13,0.71,970.0,246.0,0.2,96.64,74.0,32.2,0.1247
A5052,carbide,dry,8,6,340.2,0.187,3.14,1.27,13536.0,15199.0,60.31,567.35,4.7,4.2,0.2224
SKD11,cermet,mql,8,6,79.9,0.089,2.26,0.85,3179.0,1688.0,3.22,483.67,44.6,12.4,0.0785
SUS304,cbn,mql,6,6,52.3,0.182,1.29,1.27,2775.0,3038.0,4.97,712.07,462.7,192.1,0.1041
SUS304,cbn,water_soluble,16,2,84.0,0.15,2.92,2.61,1670.0,502.0,3.83,913.44,120.2,77.8,0.1708
A5052,hss,dry,12,2,324.0,0.092,4.72,13.92,8595.0,1587.0,104.18,1543.21,4.8,5.8,0.6218
S45C,carbide,mql,25,4,142.6,0.143,4.14,10.48,1816.0,1041.0,45.22,7927.57,11.8,5.4,0.1416
S45C,cermet,oil,16,4,198.8,0.263,1.83,3.22,3955.0,4168.0,24.57,1977.2,4.6,1.2,0.091
A5052,cbn,water_soluble,10,2,291.3,0.355,6.6,19.06,9272.0,6590.0,829.57,11392.25,14.0,2.7,0.0653
SKD11,cbn,oil,6,6,54.5,0.048,1.89,3.1,2889.0,826.0,4.85,800.86,545.3,122.1,0.0743
SKD11,carbide,water_soluble,20,6,41.7,0.092,2.85,3.84,663.0,368.0,4.02,2896.8,510.7,279.2,0.1655
SKD11,carbide,mql,8,6,116.5,0.12,1.57,1.92,4637.0,3340.0,10.05,1034.41,5.2,5.2,0.2695
SUS304,carbide,oil,6,3,106.0,0.154,1.97,3.81,5625.0,2597.0,19.47,1377.15,20.4,16.0,0.1918
SKD11,cbn,water_soluble,25,6,50.2,0.085,2.55,5.52,639.0,326.0,4.6,3433.66,485.1,122.0,0.0781
S45C,carbide,oil,6,6,211.2,0.154,7.61,21.97,11205.0,10385.0,1735.98,49316.98,4.7,5.4,0.4886
A5052,hss,oil,6,2,325.2,0.435,8.2,6.65,17253.0,15010.0,817.69,6034.55,5.0,2.2,0.1259
A5052,carbide,dry,6,3,272.4,0.182,6.19,6.68,14449.0,7876.0,325.95,2872.28,7.0,1.7,0.0893
S45C,hss,dry,10,6,81.4,0.092,6.02,13.04,2592.0,1433.0,112.44,13809.42,23.8,11.2,0.1414
S45C,carbide,mql,10,2,170.9,0.219,4.47,9.92,5439.0,2380.0,105.47,6172.55,4.6,1.9,0.1294
A5052,cermet,oil,8,2,499.2,0.449,12.25,11.54,19861.0,17840.0,2522.65,16172.3,5.2,2.6,0.1254
SUS304,carbide,mql,25,3,140.4,0.084,3.45,2.35,1788.0,453.0,3.67,817.47,5.7,4.5,0.1955
S45C,cermet,oil,16,6,160.4,0.06,6.57,1.47,3191.0,1144.0,11.06,1102.86,16.2,4.5,0.0914
FC250,carbide,mql,6,3,162.9,0.178,6.68,17.89,8641.0,4623.0,552.48,12211.49,7.3,6.8,0.2502
S45C,cermet,oil,8,2,230.7,0.259,8.89,24.62,9179.0,4763.0,1042.09,36139.49,4.6,3.5,0.2254
SKD11,cermet,water_soluble,25,3,69.4,0.054,0.66,1.52,884.0,144.0,0.14,78.08,186.3,72.1,0.1158
SUS304,carbide,mql,12,2,57.3,0.168,3.84,8.79,1521.0,511.0,17.24,4512.37,301.6,143.6,0.1394
SKD11,carbide,water_soluble,8,6,58.5,0.107,0.29,0.76,2327.0,1498.0,0.33,67.67,396.5,229.7,0.1426
A5052,hss,dry,6,4,329.4,0.47,8.08,7.42,17476.0,32884.0,1971.93,14366.95,5.4,2.0,0.1087
A5052,carbide,oil,6,2,418.8,0.386,5.02,4.96,22220.0,17165.0,427.24,2448.18,4.6,5.0,0.3621
FC250,cbn,mql,6,6,95.2,0.165,8.53,23.01,5052.0,5016.0,983.85,37196.08,90.8,11.8,0.0448
FC250,cbn,dry,6,2,120.8,0.052,5.06,0.73,6410.0,662.0,2.45,73.03,61.1,32.6,0.1375
SUS304,cermet,mql,16,4,145.4,0.068,4.63,6.21,2893.0,786.0,22.63,3112.3,5.2,5.8,0.388
SKD11,hss,dry,12,6,34.9,0.075,2.18,3.3,927.0,416.0,2.99,1540.6,468.0,287.9,0.1607
SUS304,cermet,mql,20,6,113.4,0.185,1.28,2.72,1805.0,2008.0,7.0,1544.39,17.3,4.2,0.0848
A5052,cermet,oil,6,6,359.8,0.127,11.25,9.43,19088.0,14553.0,1544.11,10299.75,5.6,4.9,0.1999
FC250,hss,water_soluble,8,6,147.8,0.217,9.63,17.62,5881.0,7672.0,1301.85,42278.13,4.5,1.4,0.0944
A5052,cermet,water_soluble,6,2,380.8,0.331,4.6,5.52,20202.0,13378.0,339.73,2141.14,5.2,3.7,0.198
S45C,carbide,dry,20,4,237.0,0.107,7.62,14.6,3773.0,1621.0,180.4,15221.45,4.9,5.6,0.4775
FC250,carbide,dry,20,2,81.6,0.286,5.15,5.61,1298.0,743.0,21.45,3156.46,43.1,30.5,0.1909
FC250,carbide,dry,20,4,152.4,0.283,2.43,1.5,2426.0,2751.0,10.03,789.38,7.4,2.5,0.0933
SKD11,carbide,oil,20,3,58.4,0.035,0.5,1.22,929.0,98.0,0.06,30.51,475.7,7.3,0.0063
S45C,cbn,dry,8,2,161.8,0.165,3.94,7.15,6438.0,2123.0,59.84,2958.8,8.9,1.7,0.0685
SUS304,carbide,oil,10,4,91.2,0.154,2.42,6.3,2903.0,1784.0,27.23,3732.46,37.4,25.6,0.1606
FC250,hss,mql,16,3,104.7,0.269,2.0,3.01,2084.0,1683.0,10.15,930.42,13.8,6.9,0.1559
A5052,hss,water_soluble,10,3,173.5,0.259,12.4,18.63,5524.0,4294.0,991.92,22863.87,8.4,2.1,0.068
SUS304,carbide,mql,25,2,129.0,0.08,2.63,3.61,1643.0,264.0,2.5,606.68,9.1,9.8,0.3653
SUS304,carbide,dry,8,6,112.7,0.084,4.87,3.24,4485.0,2255.0,35.56,3154.17,8.8,1.1,0.0554
A5052,cbn,water_soluble,12,3,265.1,0.325,13.13,0.96,7031.0,6853.0,86.02,1557.61,18.9,2.0,0.0399
A5052,hss,water_soluble,25,4,329.4,0.304,7.67,16.96,4194.0,5098.0,662.94,20125.32,5.4,3.7,0.184
S45C,carbide,mql,16,3,216.3,0.16,5.16,13.22,4303.0,2070.0,141.21,10446.53,5.0,2.3,0.1443
SUS304,carbide,mql,16,6,128.2,0.159,2.55,0.82,2550.0,2433.0,5.08,793.04,6.9,6.9,0.2635
A5052,cermet,oil,6,2,406.4,0.244,10.36,18.47,21558.0,10542.0,2015.95,11906.55,4.9,3.3,0.1881
S45C,cbn,dry,10,2,245.2,0.059,3.5,3.64,7806.0,927.0,11.83,482.35,4.6,3.8,0.1869
FC250,hss,dry,25,4,172.3,0.199,3.7,3.29,2194.0,1748.0,21.27,1851.33,5.0,3.9,0.1978
SUS304,hss,water_soluble,12,3,71.0,0.055,4.55,13.24,1882.0,309.0,18.6,3932.1,60.7,48.7,0.2003
A5052,cbn,oil,8,4,361.1,0.076,13.46,16.13,14366.0,4351.0,944.49,8370.96,12.4,3.1,0.069
FC250,carbide,dry,16,3,95.5,0.167,6.18,1.06,1899.0,952.0,6.24,627.09,34.3,17.9,0.1614
A5052,hss,mql,6,2,240.7,0.059,1.02,2.84,12771.0,1495.0,4.34,43.23,14.3,1.3,0.038
SKD11,carbide,mql,25,2,91.9,0.049,1.43,3.46,1171.0,114.0,0.56,229.16,23.0,22.1,0.2945
S45C,hss,oil,10,6,235.3,0.202,5.82,16.8,7489.0,9083.0,887.68,37731.84,4.8,2.4,0.1477
S45C,hss,oil,12,6,196.8,0.074,9.26,16.02,5221.0,2316.0,343.68,20952.3,5.3,1.5,0.0923
SUS304,carbide,oil,25,6,94.8,0.138,1.34,2.88,1207.0,1001.0,3.87,1274.73,42.6,31.9,0.1957
SKD11,hss,oil,10,3,52.5,0.064,1.85,2.79,1671.0,319.0,1.65,471.89,132.7,2.7,0.0099
A5052,cermet,dry,20,4,374.8,0.161,2.08,5.07,5965.0,3830.0,40.48,864.19,4.8,5.0,0.3415
FC250,cbn,water_soluble,6,3,134.8,0.286,8.93,3.19,7153.0,6127.0,174.64,4662.86,27.8,9.8,0.1035
FC250,cbn,oil,16,6,95.3,0.094,9.62,20.16,1895.0,1068.0,207.24,20881.32,119.9,49.1,0.1085
S45C,hss,dry,16,2,226.2,0.081,4.62,5.8,4500.0,726.0,19.44,1374.77,4.7,1.0,0.0685
S45C,cermet,oil,25,4,120.9,0.082,7.3,1.98,1540.0,508.0,7.34,1516.83,35.6,24.2,0.1939
SUS304,cbn,oil,12,2,98.6,0.083,0.97,1.01,2616.0,436.0,0.43,64.95,110.5,87.9,0.2373
SUS304,cermet,dry,8,4,74.0,0.093,1.38,2.55,2943.0,1099.0,3.87,523.04,121.6,133.4,0.3971
FC250,hss,mql,10,6,150.2,0.254,9.89,11.84,4780.0,7286.0,853.17,34088.15,5.4,6.3,0.4935
FC250,hss,oil,6,3,172.4,0.175,3.4,9.94,9149.0,4800.0,162.28,3387.68,4.9,2.4,0.1447
FC250,cbn,dry,25,2,151.4,0.248,9.9,20.33,1928.0,958.0,192.76,19098.7,7.5,3.7,0.1216
A5052,hss,water_soluble,16,3,453.6,0.155,11.79,18.45,9024.0,4199.0,913.32,12887.1,4.9,4.3,0.196
FC250,carbide,water_soluble,16,4,162.9,0.151,8.82,11.28,3241.0,1958.0,194.74,11475.6,7.5,5.4,0.2035
A5052,cermet,mql,10,6,262.3,0.164,8.25,20.47,8350.0,8192.0,1382.69,21083.39,11.4,10.0,0.2222
SUS304,cermet,oil,25,2,90.2,0.163,4.83,2.27,1149.0,375.0,4.11,1422.14,41.8,19.5,0.126
A5052,hss,mql,10,4,495.3,0.329,9.94,6.33,15767.0,20731.0,1304.1,10530.91,5.2,5.7,0.4866
S45C,cbn,mql,10,2,86.9,0.074,0.56,0.68,2765.0,407.0,0.16,18.08,549.6,87.4,0.0527
S45C,carbide,water_soluble,16,3,168.4,0.141,8.8,10.73,3351.0,1419.0,133.95,12724.53,5.3,3.0,0.1474
SKD11,carbide,dry,8,2,81.9,0.029,0.74,1.2,3261.0,186.0,0.16,23.99,46.7,37.6,0.1946
S45C,cbn,water_soluble,16,2,131.9,0.089,2.15,5.03,2624.0,469.0,5.09,616.93,61.8,28.8,0.1314
A5052,hss,mql,25,2,253.3,0.38,13.13,6.18,3225.0,2451.0,198.99,7856.15,5.4,2.9,0.1511
SUS304,cbn,mql,25,2,126.1,0.102,0.32,0.65,1606.0,328.0,0.07,16.82,35.2,5.6,0.0578
SKD11,cbn,oil,8,6,101.3,0.102,0.63,1.48,4032.0,2463.0,2.29,271.09,25.1,13.0,0.1362
SKD11,cbn,water_soluble,12,6,90.1,0.025,1.29,3.17,2390.0,362.0,1.49,297.53,92.2,23.4,0.0751
SUS304,cermet,dry,20,4,68.1,0.052,1.84,1.56,1083.0,226.0,0.65,237.28,241.6,261.4,0.3349
A5052,cbn,oil,20,3,380.0,0.214,9.37,19.71,6048.0,3888.0,717.8,15111.95,6.1,1.4,0.0793
S45C,cermet,dry,8,2,107.8,0.058,1.84,3.56,4289.0,501.0,3.28,243.46,55.9,2.7,0.0229
SUS304,cbn,mql,16,3,62.8,0.184,3.46,9.37,1249.0,688.0,22.28,7100.57,359.7,235.6,0.1544
SKD11,carbide,dry,6,2,105.7,0.1,2.0,0.66,5609.0,1125.0,1.48,125.98,5.3,2.4,0.1357
SKD11,cermet,water_soluble,10,4,48.1,0.043,1.15,1.73,1531.0,265.0,0.52,163.52,497.7,81.9,0.0517
SUS304,cbn,oil,25,4,143.0,0.095,0.67,0.76,1821.0,691.0,0.35,76.76,16.2,4.4,0.0814
S45C,hss,water_soluble,12,6,91.1,0.256,1.7,4.64,2415.0,3714.0,29.27,3857.28,25.6,23.1,0.2424
SKD11,carbide,oil,8,2,100.7,0.08,2.83,4.39,4008.0,642.0,8.0,952.74,10.0,10.1,0.3083
A5052,cermet,mql,25,3,154.3,0.446,1.15,2.67,1965.0,2629.0,8.08,523.81,74.8,74.7,0.2581
S45C,hss,dry,16,3,209.6,0.258,3.81,10.24,4171.0,3232.0,126.0,9616.56,5.0,6.0,0.6281
FC250,cermet,oil,6,3,155.1,0.226,6.68,19.42,8230.0,5580.0,724.11,16802.66,9.2,1.6,0.0628
S45C,cbn,oil,10,4,178.7,0.147,2.12,1.83,5689.0,3346.0,13.0,727.36,14.0,9.1,0.1579
A5052,cbn,dry,16,2,440.4,0.303,10.23,21.24,8761.0,5310.0,1153.62,16765.31,5.0,5.7,0.5353
A5052,cbn,dry,16,6,211.5,0.079,8.88,9.85,4207.0,1995.0,174.41,5278.74,38.3,17.5,0.122
SKD11,carbide,oil,8,4,62.1,0.128,2.58,3.57,2470.0,1267.0,11.68,2258.79,104.0,65.8,0.1625
FC250,cbn,mql,10,6,134.3,0.083,0.96,2.34,4274.0,2138.0,4.77,213.21,87.4,40.3,0.1291
FC250,cermet,oil,16,2,81.4,0.083,3.44,1.65,1619.0,267.0,1.51,178.63,219.5,35.2,0.0539
A5052,carbide,dry,12,6,243.2,0.274,6.59,4.2,6451.0,10595.0,292.94,5782.04,8.0,6.8,0.1869
A5052,carbide,water_soluble,20,3,378.9,0.237,3.11,6.57,6031.0,4293.0,87.64,1850.4,5.6,1.7,0.0999
S45C,cbn,mql,10,6,155.1,0.286,1.85,3.74,4936.0,8477.0,58.46,3770.19,17.8,7.7,0.1408
S45C,hss,mql,25,6,188.6,0.288,1.46,1.7,2401.0,4154.0,10.3,1365.99,5.5,1.5,0.0749
FC250,cermet,water_soluble,8,2,188.9,0.23,6.93,11.11,7518.0,3463.0,266.63,6773.88,4.7,2.8,0.1621
FC250,carbide,dry,16,2,191.9,0.23,7.77,2.59,3817.0,1757.0,35.35,1768.85,4.7,1.8,0.124
S45C,cermet,water_soluble,16,2,239.6,0.096,9.79,29.21,4766.0,919.0,262.93,17560.74,4.7,2.5,0.1421
SUS304,hss,water_soluble,16,2,119.1,0.164,0.85,1.23,2369.0,776.0,0.81,136.3,4.7,4.0,0.231
SUS304,cbn,water_soluble,25,2,64.9,0.1,2.57,2.4,826.0,166.0,1.02,493.34,466.3,147.3,0.1043
SKD11,hss,mql,25,2,78.4,0.023,1.44,3.49,998.0,46.0,0.23,110.39,25.2,27.6,0.3472
S45C,cbn,water_soluble,16,6,178.1,0.088,2.18,2.22,3543.0,1872.0,9.06,813.8,20.7,16.7,0.2302
A5052,cermet,mql,16,6,267.4,0.417,12.14,25.45,5319.0,13313.0,4111.89,98427.49,7.1,8.2,0.4759
S45C,carbide,mql,10,4,149.0,0.22,1.14,2.23,4741.0,4170.0,10.57,709.78,14.0,3.7,0.0936
SKD11,carbide,dry,16,4,101.3,0.058,0.42,0.87,2015.0,468.0,0.17,40.83,11.7,13.4,0.4732
FC250,cbn,oil,12,2,113.7,0.3,3.05,3.34,3016.0,1808.0,18.4,1165.29,57.2,15.6,0.0769
A5052,carbide,dry,6,2,227.5,0.259,7.32,19.25,12071.0,6243.0,879.5,9276.83,8.2,6.9,0.2369
A5052,hss,dry,6,2,360.5,0.345,0.63,1.78,19124.0,13194.0,14.67,97.68,4.9,2.9,0.1397
SKD11,cbn,oil,25,4,107.5,0.04,1.46,2.09,1369.0,220.0,0.67,234.26,22.9,18.0,0.2296
SKD11,carbide,water_soluble,8,4,81.4,0.137,1.3,3.85,3241.0,1781.0,8.94,1317.49,32.7,25.6,0.1816
FC250,cbn,dry,16,2,140.3,0.262,0.69,1.46,2791.0,1463.0,1.48,101.13,31.1,11.3,0.113
SUS304,hss,water_soluble,10,4,53.5,0.1,1.66,4.12,1702.0,678.0,4.64,1083.93,259.1,182.3,0.1932
A5052,cermet,water_soluble,16,6,296.3,0.296,8.53,12.95,5896.0,10470.0,1155.78,24960.76,7.2,6.5,0.2131
A5052,cermet,mql,12,6,486.3,0.275,2.13,3.09,12898.0,21267.0,139.67,1378.76,5.4,3.2,0.1812
